Designator,Val,Package, Mid X, Mid Y,  Rotation,Layer
"J1","LED","PIXEL-LED-PAD",172.250000,-78.300000,180.000000,bottom
"J5","LED","PIXEL-LED-PAD",139.550000,-82.700000,-90.000000,bottom
"J6","LED","PIXEL-LED-PAD",117.550000,-82.900000,-90.000000,bottom
"J7","LED","PIXEL-LED-PAD",109.550000,-78.500000,180.000000,bottom
